dataset	subject	session	task	run	n_volumes	tr_seconds	duration_sec	in_timeseries	match_level	in_qc
friends	01	041	s05e05b		521	1.49	776.29	True	exact	False
friends	01	041	s05e06a		459	1.49	683.91	True	exact	False
friends	01	041	s05e06b		493	1.49	734.57	True	exact	False
friends	01	042	s05e07a		459	1.49	683.91	True	exact	False
friends	01	042	s05e07b		493	1.49	734.57	True	exact	False
friends	01	043	s05e08a		446	1.49	664.54	True	exact	False
friends	01	043	s05e08b		480	1.49	715.2	True	exact	False
friends	01	044	s05e09a		456	1.49	679.4399999999999	True	exact	False
friends	01	044	s05e09b		490	1.49	730.1	True	exact	False
friends	01	044	s05e10a		450	1.49	670.5	True	exact	False
friends	01	044	s05e10b		484	1.49	721.16	True	exact	False
friends	01	045	s05e11a		476	1.49	709.24	True	exact	False
friends	01	045	s05e11b		511	1.49	761.39	True	exact	False
friends	01	045	s05e12a		445	1.49	663.05	True	exact	False
friends	01	045	s05e12b		480	1.49	715.2	True	exact	False
friends	01	046	s05e13a		460	1.49	685.4	True	exact	False
friends	01	046	s05e13b		494	1.49	736.06	True	exact	False
friends	01	046	s05e14a		486	1.49	724.14	True	exact	False
friends	01	046	s05e14b		520	1.49	774.8	True	exact	False
friends	01	047	s05e15a		443	1.49	660.07	True	exact	False
friends	01	047	s05e15b		477	1.49	710.73	True	exact	False
friends	01	047	s05e16a		485	1.49	722.65	True	exact	False
friends	01	047	s05e16b		519	1.49	773.31	True	exact	False
friends	01	048	s05e17a		452	1.49	673.48	True	exact	False
friends	01	048	s05e17b		486	1.49	724.14	True	exact	False
friends	01	048	s05e18a		501	1.49	746.49	True	exact	False
friends	01	048	s05e18b		535	1.49	797.15	True	exact	False
friends	01	049	s05e19a		446	1.49	664.54	True	exact	False
friends	01	049	s05e19b		480	1.49	715.2	True	exact	False
friends	01	049	s05e20a		456	1.49	679.4399999999999	True	exact	False
friends	01	049	s05e20b		490	1.49	730.1	True	exact	False
friends	01	050	s05e21a		444	1.49	661.56	True	exact	False
friends	01	050	s05e21b		478	1.49	712.22	True	exact	False
friends	01	050	s05e22a		450	1.49	670.5	True	exact	False
friends	01	050	s05e22b		484	1.49	721.16	True	exact	False
friends	01	051	s05e23a		454	1.49	676.46	True	exact	False
friends	01	051	s05e23b		458	1.49	682.42	True	exact	False
friends	01	052	s05e23c		458	1.49	682.42	True	exact	False
friends	01	052	s05e23d		488	1.49	727.12	True	exact	False
friends	01	052	s06e01a		465	1.49	692.85	True	exact	False
friends	01	052	s06e01b		499	1.49	743.51	True	exact	False
friends	01	053	s06e02a		453	1.49	674.97	True	exact	False
friends	01	053	s06e02b		487	1.49	725.63	True	exact	False
friends	01	053	s06e03a		439	1.49	654.11	True	exact	False
friends	01	053	s06e03b		473	1.49	704.77	True	exact	False
friends	01	053	s06e04a		439	1.49	654.11	True	exact	False
friends	01	054	s06e04b		474	1.49	706.26	True	exact	False
friends	01	054	s06e05a		452	1.49	673.48	True	exact	False
friends	01	054	s06e05b		486	1.49	724.14	True	exact	False
friends	01	055	s06e06a		443	1.49	660.07	True	exact	False
friends	01	055	s06e06b		478	1.49	712.22	True	exact	False
friends	01	055	s06e07a		445	1.49	663.05	True	exact	False
friends	01	055	s06e07b		479	1.49	713.71	True	exact	False
friends	01	056	s06e08a		438	1.49	652.62	True	exact	False
friends	01	056	s06e08b		472	1.49	703.28	True	exact	False
friends	01	056	s06e09a		504	1.49	750.96	True	exact	False
friends	01	056	s06e09b		537	1.49	800.13	True	exact	False
friends	01	056	s06e10a		466	1.49	694.34	True	exact	False
friends	01	057	s06e10b		500	1.49	745.0	True	exact	False
friends	01	057	s06e11a		450	1.49	670.5	True	exact	False
friends	01	057	s06e11b		484	1.49	721.16	True	exact	False
friends	01	057	s06e12a		435	1.49	648.15	True	exact	False
friends	01	057	s06e12b		470	1.49	700.3	True	exact	False
friends	01	058	s06e13a		470	1.49	700.3	True	exact	False
friends	01	058	s06e13b		504	1.49	750.96	True	exact	False
friends	01	058	s06e14a		461	1.49	686.89	True	exact	False
friends	01	058	s06e14b		495	1.49	737.55	True	exact	False
friends	01	059	s06e15a		456	1.49	679.4399999999999	True	exact	False
friends	01	060	s06e15b		460	1.49	685.4	True	exact	False
friends	01	060	s06e15c		460	1.49	685.4	True	exact	False
friends	01	061	s06e15d		490	1.49	730.1	True	exact	False
friends	01	061	s06e17a		428	1.49	637.72	True	exact	False
friends	01	061	s06e17b		462	1.49	688.38	True	exact	False
friends	01	062	s06e18a		435	1.49	648.15	True	exact	False
friends	01	062	s06e18b		470	1.49	700.3	True	exact	False
friends	01	062	s06e19a		434	1.49	646.66	True	exact	False
friends	01	062	s06e19b		468	1.49	697.32	True	exact	False
friends	01	063	s06e20a		431	1.49	642.1899999999999	True	exact	False
friends	01	063	s06e20b		465	1.49	692.85	True	exact	False
friends	01	063	s06e21a		460	1.49	685.4	True	exact	False
friends	01	064	s06e21b		494	1.49	736.06	True	exact	False
friends	01	064	s06e22a		452	1.49	673.48	True	exact	False
friends	01	064	s06e22b		486	1.49	724.14	True	exact	False
friends	01	065	s06e23a		486	1.49	724.14	True	exact	False
friends	01	065	s06e23b		520	1.49	774.8	True	exact	False
friends	01	065	s06e24a		457	1.49	680.93	True	exact	False
friends	01	066	s06e24b		461	1.49	686.89	True	exact	False
friends	01	066	s06e24c		461	1.49	686.89	True	exact	False
friends	01	066	s06e24d		490	1.49	730.1	True	exact	False
friends	01	067	s07e01a		460	1.49	685.4	False	unmatched	False
friends	01	067	s07e01b		494	1.49	736.06	False	unmatched	False
friends	01	068	s07e02a		492	1.49	733.08	False	unmatched	False
friends	01	069	s07e02b		526	1.49	783.74	False	unmatched	False
friends	01	070	s07e03a		417	1.49	621.33	False	unmatched	False
friends	01	071	s07e03b		452	1.49	673.48	False	unmatched	False
friends	01	071	s07e04a		447	1.49	666.03	False	unmatched	False
friends	01	072	s07e04b		482	1.49	718.18	False	unmatched	False
friends	01	073	s07e05a		454	1.49	676.46	False	unmatched	False
friends	01	074	s07e05b		488	1.49	727.12	False	unmatched	False
friends	01	075	s07e06a		478	1.49	712.22	False	unmatched	False
friends	01	075	s07e06b		513	1.49	764.37	False	unmatched	False
friends	01	076	s07e07a		473	1.49	704.77	False	unmatched	False
friends	01	076	s07e07b		507	1.49	755.43	False	unmatched	False
friends	01	077	s07e08a		474	1.49	706.26	False	unmatched	False
friends	01	078	s07e08b		509	1.49	758.41	False	unmatched	False
friends	01	079	s07e09a		450	1.49	670.5	False	unmatched	False
friends	01	079	s07e09b		484	1.49	721.16	False	unmatched	False
friends	01	080	s07e10a		459	1.49	683.91	False	unmatched	False
friends	01	080	s07e10b		493	1.49	734.57	False	unmatched	False
friends	01	080	s07e11a		464	1.49	691.36	False	unmatched	False
friends	01	080	s07e11b		498	1.49	742.02	False	unmatched	False
friends	01	080	s07e12a		452	1.49	673.48	False	unmatched	False
friends	01	081	s07e12b		486	1.49	724.14	False	unmatched	False
friends	01	081	s07e13a		539	1.49	803.11	False	unmatched	False
friends	01	082	s07e13b		574	1.49	855.26	False	unmatched	False
friends	01	082	s07e14a		466	1.49	694.34	False	unmatched	False
friends	01	083	s07e14b		500	1.49	745.0	False	unmatched	False
friends	01	083	s07e15a		566	1.49	843.34	False	unmatched	False
friends	01	084	s07e15b		600	1.49	894.0	False	unmatched	False
friends	01	084	s07e16a		398	1.49	593.02	False	unmatched	False
friends	01	085	s07e16b		402	1.49	598.98	False	unmatched	False
friends	01	085	s07e16c		432	1.49	643.68	False	unmatched	False
friends	01	086	s07e17a		433	1.49	645.17	False	unmatched	False
friends	01	087	s07e17b		467	1.49	695.83	False	unmatched	False
friends	01	087	s07e18a		477	1.49	710.73	False	unmatched	False
friends	01	088	s07e18b		511	1.49	761.39	False	unmatched	False
friends	01	088	s07e19a		437	1.49	651.13	False	unmatched	False
friends	01	088	s07e19b		471	1.49	701.79	False	unmatched	False
friends	01	089	s07e20a		454	1.49	676.46	False	unmatched	False
friends	01	089	s07e20b		488	1.49	727.12	False	unmatched	False
friends	01	090	s07e21a		429	1.49	639.21	False	unmatched	False
friends	01	090	s07e21b		464	1.49	691.36	False	unmatched	False
friends	01	090	s07e22a		471	1.49	701.79	False	unmatched	False
friends	01	090	s07e22b		505	1.49	752.45	False	unmatched	False
friends	01	091	s07e23a		480	1.49	715.2	False	unmatched	False
friends	01	091	s07e23b		484	1.49	721.16	False	unmatched	False
friends	01	091	s07e23c		484	1.49	721.16	False	unmatched	False
friends	01	091	s07e23d		515	1.49	767.35	False	unmatched	False
friends	02	001	s01e02a		482	1.49	718.18	True	exact	True
friends	02	001	s01e02b		482	1.49	718.18	True	exact	True
friends	02	001	s01e03a		472	1.49	703.28	True	exact	True
friends	02	001	s01e03b		472	1.49	703.28	True	exact	True
friends	02	001	s01e04a		503	1.49	749.47	True	exact	True
friends	02	001	s01e04b		503	1.49	749.47	True	exact	True
friends	02	002	s01e05a		468	1.49	697.32	True	exact	True
friends	02	002	s01e05b		468	1.49	697.32	True	exact	True
friends	02	002	s01e06a		488	1.49	727.12	True	exact	True
friends	02	002	s01e06b		488	1.49	727.12	True	exact	True
friends	02	003	s01e01a		592	1.49	882.08	True	exact	True
friends	02	003	s01e01b		592	1.49	882.08	True	exact	True
friends	02	003	s01e07a		493	1.49	734.57	True	exact	True
friends	02	003	s01e07b		493	1.49	734.57	True	exact	True
friends	02	003	s01e08a		476	1.49	709.24	True	exact	True
friends	02	003	s01e08b		476	1.49	709.24	True	exact	True
friends	02	004	s01e09a		468	1.49	697.32	True	exact	True
friends	02	004	s01e09b		468	1.49	697.32	True	exact	True
friends	02	004	s01e10a		496	1.49	739.04	True	exact	True
friends	02	004	s01e10b		496	1.49	739.04	True	exact	True
friends	02	004	s01e11a		477	1.49	710.73	True	exact	True
friends	02	004	s01e11b		477	1.49	710.73	True	exact	True
friends	02	005	s01e12a		472	1.49	703.28	True	exact	True
friends	02	005	s01e12b		471	1.49	701.79	True	exact	True
friends	02	005	s01e13a		468	1.49	697.32	True	exact	True
friends	02	005	s01e13b		468	1.49	697.32	True	exact	True
friends	02	006	s01e14a		491	1.49	731.59	True	exact	True
friends	02	006	s01e14b		491	1.49	731.59	True	exact	True
friends	02	006	s01e15a		477	1.49	710.73	True	exact	True
friends	02	006	s01e15b		477	1.49	710.73	True	exact	True
friends	02	006	s01e16a		483	1.49	719.67	True	exact	True
friends	02	006	s01e16b		483	1.49	719.67	True	exact	True
friends	02	007	s01e17a		483	1.49	719.67	True	exact	True
friends	02	007	s01e17b		483	1.49	719.67	True	exact	True
friends	02	007	s01e18a		497	1.49	740.53	True	exact	True
friends	02	007	s01e18b		497	1.49	740.53	True	exact	True
friends	02	008	s01e19a		460	1.49	685.4	True	exact	True
friends	02	008	s01e19b		460	1.49	685.4	True	exact	True
friends	02	008	s01e20a		460	1.49	685.4	True	exact	True
friends	02	008	s01e20b		460	1.49	685.4	True	exact	True
friends	02	008	s01e21a		477	1.49	710.73	True	exact	True
friends	02	008	s01e21b		477	1.49	710.73	True	exact	True
friends	02	009	s01e22a		474	1.49	706.26	True	exact	True
friends	02	009	s01e22b		474	1.49	706.26	True	exact	True
friends	02	009	s01e23a		462	1.49	688.38	True	exact	True
friends	02	009	s01e23b		462	1.49	688.38	True	exact	True
friends	02	009	s01e24a		515	1.49	767.35	True	exact	True
friends	02	009	s01e24b		515	1.49	767.35	True	exact	True
friends	02	010	s02e01a		477	1.49	710.73	True	exact	True
friends	02	010	s02e01b		477	1.49	710.73	True	exact	True
friends	02	010	s02e02a		450	1.49	670.5	True	exact	True
friends	02	010	s02e02b		450	1.49	670.5	True	exact	True
friends	02	010	s02e03a		464	1.49	691.36	True	exact	True
friends	02	010	s02e03b		464	1.49	691.36	True	exact	True
friends	02	011	s02e04a		454	1.49	676.46	True	exact	True
friends	02	011	s02e04b		454	1.49	676.46	True	exact	True
friends	02	011	s02e05a		455	1.49	677.95	True	exact	True
friends	02	011	s02e05b		455	1.49	677.95	True	exact	True
friends	02	011	s02e06a		500	1.49	745.0	True	exact	True
friends	02	011	s02e06b		500	1.49	745.0	True	exact	True
friends	02	012	s02e07a		496	1.49	739.04	True	exact	True
friends	02	012	s02e07b		496	1.49	739.04	True	exact	True
friends	02	012	s02e08a		458	1.49	682.42	True	exact	True
friends	02	012	s02e08b		458	1.49	682.42	True	exact	True
friends	02	012	s02e09a		452	1.49	673.48	True	exact	True
friends	02	012	s02e09b		452	1.49	673.48	True	exact	True
friends	02	013	s02e10a		479	1.49	713.71	True	exact	True
friends	02	013	s02e10b		479	1.49	713.71	True	exact	True
friends	02	013	s02e11a		488	1.49	727.12	True	exact	True
friends	02	013	s02e11b		488	1.49	727.12	True	exact	True
friends	02	013	s02e12a		488	1.49	727.12	True	exact	True
friends	02	013	s02e12b		488	1.49	727.12	True	exact	True
friends	02	013	s02e13a		488	1.49	727.12	True	exact	True
friends	02	013	s02e13b		488	1.49	727.12	True	exact	True
friends	02	014	s02e14a		474	1.49	706.26	True	exact	True
friends	02	014	s02e14b		474	1.49	706.26	True	exact	True
friends	02	014	s02e15a		466	1.49	694.34	True	exact	True
friends	02	014	s02e15b		466	1.49	694.34	True	exact	True
friends	02	015	s02e16a		478	1.49	712.22	True	exact	True
friends	02	015	s02e16b		478	1.49	712.22	True	exact	True
friends	02	015	s02e17a		489	1.49	728.61	True	exact	True
friends	02	015	s02e17b		489	1.49	728.61	True	exact	True
friends	02	015	s02e18a		460	1.49	685.4	True	exact	True
friends	02	015	s02e18b		460	1.49	685.4	True	exact	True
friends	02	016	s02e19a		478	1.49	712.22	True	exact	True
friends	02	016	s02e19b		478	1.49	712.22	True	exact	True
friends	02	016	s02e20a		449	1.49	669.01	True	exact	True
friends	02	016	s02e20b		449	1.49	669.01	True	exact	True
friends	02	017	s02e21a		470	1.49	700.3	True	exact	True
friends	02	017	s02e21b		470	1.49	700.3	True	exact	True
friends	02	017	s02e22a		453	1.49	674.97	True	exact	True
friends	02	017	s02e22b		453	1.49	674.97	True	exact	True
friends	02	017	s02e23a		456	1.49	679.4399999999999	True	exact	True
friends	02	017	s02e23b		456	1.49	679.4399999999999	True	exact	True
friends	02	017	s02e24a		469	1.49	698.81	True	exact	True
friends	02	017	s02e24b		469	1.49	698.81	True	exact	True
friends	02	018	s03e01a		491	1.49	731.59	True	exact	False
friends	02	018	s03e01b		491	1.49	731.59	True	exact	False
friends	02	018	s03e02a		475	1.49	707.75	True	exact	False
friends	02	018	s03e02b		475	1.49	707.75	True	exact	False
friends	02	018	s03e03a		454	1.49	676.46	True	exact	False
friends	02	018	s03e03b		454	1.49	676.46	True	exact	False
friends	02	018	s03e04a		473	1.49	704.77	True	exact	False
friends	02	018	s03e04b		473	1.49	704.77	True	exact	False
friends	02	019	s03e05a		484	1.49	721.16	True	exact	False
friends	02	019	s03e05b		484	1.49	721.16	True	exact	False
friends	02	019	s03e06a		470	1.49	700.3	True	exact	False
friends	02	019	s03e06b		470	1.49	700.3	True	exact	False
friends	02	019	s03e07a		467	1.49	695.83	True	exact	False
friends	02	019	s03e07b		467	1.49	695.83	True	exact	False
friends	02	020	s03e08a		460	1.49	685.4	True	exact	False
friends	02	020	s03e08b		460	1.49	685.4	True	exact	False
friends	02	020	s03e09a		493	1.49	734.57	True	exact	False
friends	02	020	s03e09b		493	1.49	734.57	True	exact	False
friends	02	020	s03e10a		451	1.49	671.99	True	exact	False
friends	02	020	s03e10b		451	1.49	671.99	True	exact	False
friends	02	021	s03e11a		457	1.49	680.93	True	exact	False
friends	02	021	s03e11b		456	1.49	679.4399999999999	True	exact	False
friends	02	022	s03e12a		464	1.49	691.36	True	exact	False
friends	02	022	s03e12b		464	1.49	691.36	True	exact	False
friends	02	022	s03e13a		474	1.49	706.26	True	exact	False
friends	02	022	s03e13b		473	1.49	704.77	True	exact	False
friends	02	022	s03e14a		458	1.49	682.42	True	exact	False
friends	02	022	s03e14b		458	1.49	682.42	True	exact	False
friends	02	023	s03e15a		458	1.49	682.42	True	exact	False
friends	02	023	s03e15b		458	1.49	682.42	True	exact	False
friends	02	023	s03e16a		468	1.49	697.32	True	exact	False
friends	02	023	s03e16b		468	1.49	697.32	True	exact	False
friends	02	023	s03e17a		454	1.49	676.46	True	exact	False
friends	02	023	s03e17b		453	1.49	674.97	True	exact	False
friends	02	024	s03e18a		469	1.49	698.81	True	exact	False
friends	02	024	s03e18b		469	1.49	698.81	True	exact	False
friends	02	024	s03e19a		468	1.49	697.32	True	exact	False
friends	02	024	s03e19b		468	1.49	697.32	True	exact	False
friends	02	024	s03e20a		464	1.49	691.36	True	exact	False
friends	02	024	s03e20b		464	1.49	691.36	True	exact	False
friends	02	025	s03e21a		460	1.49	685.4	True	exact	False
friends	02	025	s03e21b		460	1.49	685.4	True	exact	False
friends	02	025	s03e22a		463	1.49	689.87	True	exact	False
friends	02	025	s03e22b		463	1.49	689.87	True	exact	False
friends	02	025	s03e23a		470	1.49	700.3	True	exact	False
friends	02	025	s03e23b		470	1.49	700.3	True	exact	False
friends	02	026	s03e24a		454	1.49	676.46	True	exact	False
friends	02	026	s03e24b		454	1.49	676.46	True	exact	False
friends	02	026	s03e25a		479	1.49	713.71	True	exact	False
friends	02	026	s03e25b		479	1.49	713.71	True	exact	False
friends	02	026	s04e01a		468	1.49	697.32	True	exact	False
friends	02	026	s04e01b		468	1.49	697.32	True	exact	False
friends	02	027	s04e02a		478	1.49	712.22	True	exact	False
friends	02	027	s04e02b		478	1.49	712.22	True	exact	False
friends	02	027	s04e03a		445	1.49	663.05	True	exact	False
friends	02	027	s04e03b		445	1.49	663.05	True	exact	False
friends	02	027	s04e04a		453	1.49	674.97	True	exact	False
friends	02	027	s04e04b		453	1.49	674.97	True	exact	False
friends	02	028	s04e05a		471	1.49	701.79	True	exact	False
friends	02	028	s04e05b		471	1.49	701.79	True	exact	False
friends	02	028	s04e06a		465	1.49	692.85	True	exact	False
friends	02	028	s04e06b		465	1.49	692.85	True	exact	False
friends	02	029	s04e07a		497	1.49	740.53	True	exact	False
friends	02	029	s04e07b		497	1.49	740.53	True	exact	False
friends	02	029	s04e08a		503	1.49	749.47	True	exact	False
friends	02	029	s04e08b		503	1.49	749.47	True	exact	False
friends	02	029	s04e09a		441	1.49	657.09	True	exact	False
friends	02	029	s04e09b		441	1.49	657.09	True	exact	False
friends	02	030	s04e10a		449	1.49	669.01	True	exact	False
friends	02	030	s04e10b		449	1.49	669.01	True	exact	False
friends	02	030	s04e11a		483	1.49	719.67	True	exact	False
friends	02	030	s04e11b		483	1.49	719.67	True	exact	False
friends	02	030	s04e12a		466	1.49	694.34	True	exact	False
friends	02	030	s04e12b		466	1.49	694.34	True	exact	False
friends	02	031	s04e13a		448	1.49	667.52	True	exact	False
friends	02	031	s04e13b		448	1.49	667.52	True	exact	False
friends	02	031	s04e14a		447	1.49	666.03	True	exact	False
friends	02	031	s04e14b		447	1.49	666.03	True	exact	False
friends	02	031	s04e15a		444	1.49	661.56	True	exact	False
friends	02	031	s04e15b		444	1.49	661.56	True	exact	False
friends	02	032	s04e16a		487	1.49	725.63	True	exact	False
friends	02	032	s04e16b		487	1.49	725.63	True	exact	False
friends	02	032	s04e17a		478	1.49	712.22	True	exact	False
friends	02	032	s04e17b		478	1.49	712.22	True	exact	False
friends	02	032	s04e18a		450	1.49	670.5	True	exact	False
friends	02	032	s04e18b		450	1.49	670.5	True	exact	False
friends	02	033	s04e19a		437	1.49	651.13	True	exact	False
friends	02	033	s04e19b		437	1.49	651.13	True	exact	False
friends	02	033	s04e20a		447	1.49	666.03	True	exact	False
friends	02	033	s04e20b		447	1.49	666.03	True	exact	False
friends	02	033	s04e21a		448	1.49	667.52	True	exact	False
friends	02	033	s04e21b		448	1.49	667.52	True	exact	False
friends	02	033	s04e22a		459	1.49	683.91	True	exact	False
